PuzzleId,FEN,Moves,Rating,Themes
00sJ9,"r3r1k1/p4ppp/2p2n2/1p6/3P1qb1/2NQR3/PPB2PP1/R1B3K1 w - - 5 18","e3g3 e8e1 g1h2 e1c1 a1c1 f4h6 h2g1 h6c1",2553,"advantage attraction fork middlegame sacrifice veryLong"
01icD,"r4rk1/2p1q1p1/p7/Q2Rp2b/7P/2N1P1B1/PP3P2/2K5 b - - 1 24","a8d8 d5e5 e7d7 e5d5",2558,"crushing fork master masterVsMaster middlegame short"
01HwG,"r6k/1p2R1b1/3P2P1/8/b1B2p2/pKp2P1P/8/7R w - - 4 34","b3a3 a4d1 c4a6 c3c2",2564,"advancedPawn advantage discoveredAttack discoveredCheck endgame master pin short"
014M7,"7r/6kP/6P1/p5K1/8/8/1p6/6R1 b - - 1 52","a5a4 g1d1 h8h7 d1d7",2570,"crushing endgame quietMove rookEndgame short"
01QK3,"r4rk1/p4p1p/2p1b2R/3q4/2P2Qp1/8/PP4PP/5R1K b - - 0 23","d5c5 f4e4 f7f5 e4e6 f8f7 h6h7",2572,"crushing long middlegame pin"
00UGu,"7R/6rP/8/8/8/5p2/7K/5k2 w - - 5 67","h2h3 f3f2 h3h4 g7e7",2580,"advancedPawn crushing endgame master rookEndgame short"
01JKz,"r3r1k1/ppp1qppp/5n2/4P3/8/2Q1B3/PPP4P/2KR2R1 b - - 0 19","e7e5 e3d4 e5f4 c1b1 a8d8 g1g7 g8f8 g7g1",2588,"advantage defensiveMove middlegame veryLong"
00CNA,"rnbq1r2/pp1n2bk/3pB1p1/4P1N1/5P2/2p5/PPP3P1/R1BQK3 b Q - 1 13","h7h8 d1d3 d8g5 f4g5",2589,"crushing opening short"
00gcQ,"8/p4p1k/1p4p1/3pQr2/3P3p/5qP1/PPB2P1K/5R2 w - - 6 35","c2d1 h4g3 h2g1 g3f2 g1h2 f3d3 d1e2 d3d2 e5f5 g6f5",2589,"advancedPawn advantage endgame veryLong"
00DzI,"8/2p5/2P2k1p/2pKp3/3p2P1/3B1p2/7P/8 w - - 0 42","d5c5 f6g5 c5d5 g5f4 h2h4 f4e3",2590,"bishopEndgame crushing endgame long"
00Mei,"8/6rk/6p1/1R3b1p/2pQ1P2/2P3P1/qP4PK/8 b - - 0 36","f5d3 d4d8 a2a7 b5b8 a7b8 d8b8",2591,"advantage endgame long master quietMove"
00cZE,"4k3/5p2/3r4/pRp3Pp/2P1p3/6P1/1KP4P/8 w - - 0 31","b5c5 e4e3 g5g6 e8f8 c5a5 e3e2",2591,"advancedPawn crushing endgame long rookEndgame"
019Ma,"8/p1k5/P1P1ppp1/2K4p/5P1P/6P1/8/8 b - - 1 48","e6e5 c5d5 e5e4 d5e4 c7c6 f4f5",2592,"crushing endgame long pawnEndgame"
01Aoh,"r1b2rk1/3nbppp/p2pp3/q5B1/2PQ3P/2NB4/PP4PR/3K2N1 b - - 4 16","e7g5 d3h7 g8h7 h4g5 h7g6 d4h4",2592,"advantage clearance defensiveMove discoveredAttack discoveredCheck intermezzo kingsideAttack long middlegame"
00FOM,"8/5k2/8/3pPPB1/1p4K1/1b6/8/8 b - - 0 45","b3d1 g4h4 d1a4 e5e6",2594,"bishopEndgame crushing defensiveMove endgame short"
01D3S,"6k1/pp4pp/r2P4/5q2/2PR4/B2RK1Pb/P6P/8 b - - 3 32","h3g2 d6d7 a6e6 e3d2 f5a5 d2c2",2594,"advancedPawn advantage defensiveMove endgame long"
006of,"r2qr2k/1pp2pp1/1b4np/pP2P3/P4n2/BQN2N1P/5PP1/R3R1K1 w - - 3 20","b3f7 d8d3 c3e2 f4e2 e1e2 d3e2",2601,"advantage kingsideAttack long middlegame"
01BBu,"2r5/3R4/2P2p2/1P3P2/7k/6pp/1K6/8 w - - 2 48","d7h7 h4g4 c6c7 c8c7 h7c7 h3h2 b5b6 h2h1q",2603,"advancedPawn crushing endgame promotion rookEndgame sacrifice veryLong"
00Ns0,"r2qr1k1/pn1p2pp/bp3p2/2p1N3/2P5/1PB3Q1/P1P3PP/R4RK1 w - - 0 18","f1f6 d8f6 a1f1 f6h6 e5g4 h6g6 c3g7 e8e4 g4f6 g8g7",2610,"advantage hangingPiece intermezzo middlegame veryLong"
00pny,"3r2rk/p3b2p/2n2p2/2pnNPPq/1p1p3P/3P1Q2/PPP3B1/R1B1R1K1 b - - 0 24","h5h4 e5f7 h8g7 e1e4",2617,"crushing fork master middlegame short"
00sDQ,"2r2rk1/5p2/1pn1pPp1/1B1pP3/5q2/4b2R/1B4QP/R6K b - - 3 31","f4f2 g2f2 e3f2 a1f1",2617,"advantage master middlegame short"
0018S,"2kr3r/pp3p2/4p2p/1N1p2p1/3Q4/1P1P4/2q2PPP/5RK1 b - - 1 20","b7b6 d4a1 a7a5 f1c1",2624,"advantage endgame pin short"
004zh,"4b1k1/4Pr2/3R2pp/1ppBP1q1/8/PP4P1/2P4P/3R3K b - - 2 38","g5h5 d1f1 g8g7 d5f7 e8f7 d6d8 h5e5 f1f7 g7f7 e7e8q e5e8 d8e8",2624,"advancedPawn attraction crushing endgame exposedKing intermezzo pin promotion quietMove veryLong"
002e5,"r2q4/pp1n1kbp/3P2b1/6N1/6Q1/P3P3/6P1/4K2R b K - 1 21","f7g8 g4c4 g8h8 h1h7 g6h7 g5f7",2632,"crushing long middlegame sacrifice"
00iXO,"r6r/pp2kB2/1bpR1p2/4p1p1/6b1/1QP3p1/PP3PP1/4R1K1 w - - 2 23","d6d2 b6f2 d2f2 h8h1 g1h1 g3f2",2632,"advancedPawn advantage fork long middlegame sacrifice"
01C5B,"1r4k1/2pRrppp/1pP5/pQ6/8/q7/5PPP/3R2K1 b - - 3 28","e7d7 c6d7 a3e7 g1f1",2632,"advancedPawn advantage defensiveMove endgame short"
013vX,"2k5/2p2p2/P1N3p1/1PK2n2/7p/8/2P2P2/8 b - - 0 41","h4h3 b5b6 f5d6 c6e7 c8d7 a6a7",2634,"advancedPawn crushing endgame knightEndgame long"
00eYd,"rq3rk1/1p3ppp/p2p2n1/3Bp3/4P1R1/P3QPR1/1P3P2/7K b - - 0 24","b8c7 g4g6 h7g6 e3g5 c7d8 g5g6",2645,"advantage long master middlegame pin sacrifice"
01AO3,"6k1/8/2p3p1/3pp2p/1P5P/2P2P2/6P1/6K1 w - - 0 34","g2g4 g6g5 h4g5 h5h4",2645,"crushing defensiveMove endgame master pawnEndgame short"
010Ev,"4b1k1/1p3p2/4pPp1/3p2Rp/p2P3R/q1rBQ2P/6P1/6K1 w - - 0 30","d3g6 a3c1 e3c1 c3c1 g1h2 f7g6",2657,"crushing long middlegame"
01bgV,"r3r1k1/3b1p2/pp1q2pp/8/4B3/1NP4P/PP4PK/RQB5 w - - 1 32","g2g3 d6e7 c1h6 e7e4 b1e4 e8e4",2660,"advantage long middlegame"
01UwU,"8/5ppp/4p3/4PPP1/2k1K2P/8/8/8 b - - 0 41","e6f5 e4f5 c4d5 h4h5 h7h6 g5h6 g7h6 f5f6 d5e4 f6g7 e4e5 g7h6",2661,"crushing endgame pawnEndgame quietMove veryLong"
00Aul,"4r3/1p3R1p/1pb2R1B/7k/6P1/8/r6P/6K1 b - - 0 33","h5g4 f7g7 g4h4 h6d2 e8e1 d2e1",2666,"crushing endgame long quietMove"
00qFT,"8/8/2B4p/3nk1p1/P3p3/7P/8/6K1 w - - 0 41","c6d5 e5d5 g1f2 h6h5 f2e3 g5g4 h3g4 h5h4 a4a5 h4h3 a5a6 d5c6 a6a7 c6b7 a7a8r b7a8",2668,"crushing endgame quietMove veryLong"
01WWa,"6k1/pp3pbp/1qp3p1/8/8/2PB1Q1P/Pr3PP1/4R1K1 b - - 1 22","g7c3 d3c4 b2f2 e1e8 g8g7 f3c3",2668,"advantage endgame long"
010Sa,"3r2k1/pb2q3/4p3/2p2p1Q/3p4/3R3R/PPP2PrP/5K2 b - - 1 26","g2g7 d3g3 e7f6 g3g7 g8g7 h5h7 g7f8 h7b7",2671,"advantage attraction exposedKing middlegame skewer veryLong"
01dm7,"r2k3r/1bpp1Qpn/p1n4p/1pb1P3/3N3q/1B5P/PPP2PP1/RNB1R1K1 w - - 1 14","e5e6 c6e7 f7f4 h4f4 c1f4 c5d4",2674,"advantage capturingDefender long middlegame quietMove"
01PDg,"1b5k/ppq2p1b/2p1pp1p/2n4Q/2N1PP2/PPN3rP/2P3BK/3R4 w - - 0 24","h5c5 c7f4 c3e2 g3g5 e2f4 b8f4 h2g1 g5c5",2684,"advantage discoveredAttack discoveredCheck middlegame sacrifice veryLong"
016ck,"8/2k5/1p3p2/p1PBp1p1/P2bP1Pn/4BP2/5K2/8 w - - 1 55","c5b6 c7b6 f2e2 d4e3 e2e3 b6c5",2685,"crushing endgame long"
01Lik,"2K5/2P5/8/8/3r1kp1/8/8/6R1 b - - 0 49","g4g3 g1c1 g3g2 c8b8",2685,"crushing defensiveMove endgame quietMove rookEndgame short"
01YsU,"3r3k/1K2bQp1/4P2p/1Pp5/2P5/r7/8/8 b - - 7 43","d8a8 b5b6 e7d6 b7c6",2685,"advantage endgame short"
01cHu,"4r1k1/2q1Ppp1/2pR1n2/p4NpP/8/PQ6/2P5/2K5 w - - 1 31","d6f6 g7f6 f5h6 g8h8 h6f7 h8g7 h5h6 g7g6",2686,"advantage endgame hangingPiece veryLong"
01WXF,"r1b2rk1/p4qbp/1p3pp1/2R5/2pBPP2/1P3Q1P/P1B3P1/5RK1 w - - 0 23","c5c6 f7d7 c6c4 b6b5 d4c5 b5c4",2690,"advantage fork long middlegame"
00bGq,"1k3r2/ppp2r1p/1b1pQP1p/8/3P3P/2P3R1/Pq4P1/5R1K b - - 0 22","b2b5 e6f7 b5f1 h1h2 f8c8 f7e6",2693,"advantage long middlegame"
00Oyf,"8/1p6/7p/3k1pp1/1P5P/3K1P2/6P1/8 w - - 0 39","h4g5 h6g5 d3c3 d5e5 c3c4 e5f4 c4c5 f4g3",2696,"crushing endgame pawnEndgame veryLong zugzwang"
00jdm,"r3r1k1/ppp2ppN/3p4/2bq1b1Q/3p4/3B1P2/PPP4P/R1B3K1 b - - 2 22","g7g6 h7f6 g8g7 h5h4 e8h8 h4h8 a8h8 f6d5 f5d3 c2d3",2701,"advantage fork middlegame veryLong"
00WzB,"8/8/8/P1K1p3/5k1p/5b1B/5P2/8 w - - 3 46","h3f1 f3a8 c5d6 e5e4 f1g2 f4g4 a5a6 h4h3 g2h1 e4e3 h1a8 e3f2 a8f3 g4g3 a6a7 f2f1q a7a8q f1f3",2718,"advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong"
00SPy,"4r3/5pk1/pp3p2/7q/1P3P1p/P6P/4R1P1/3Q1R1K b - - 0 34","e8e2 f4f5 g7h6 d1d8",2722,"advantage endgame quietMove short"
01AyE,"8/4k3/ppp2pKp/4p2P/PPP5/3P4/8/8 b - - 2 38","e7e6 g6h6 e6f7 b4b5 a6b5 c4b5 c6c5 a4a5",2723,"crushing endgame pawnEndgame veryLong"
01bWU,"8/4kp2/7p/p2Pp1pP/2p3P1/5K2/PP3P2/8 b - - 2 45","e7d6 f3e4 a5a4 a2a3 f7f6 e4f5 d6d5 f5g6 d5d4 g6h6",2726,"advantage endgame pawnEndgame quietMove veryLong zugzwang"
01Isj,"1kq1r2r/p1p2pp1/1pPb4/3P3p/Q1B2nb1/4B3/P2N1PPP/1R2R1K1 b - - 1 20","h5h4 c4a6 c8f5 e3b6 e8e1 b1e1 c7b6 c6c7 d6c7 e1e8 h8e8 a4e8 f5c8 a6c8",2728,"advancedPawn crushing middlegame queensideAttack sacrifice veryLong"
01RvJ,"8/8/2pp2kb/p3p3/P1P3NK/2P2P2/8/8 w - - 0 51","g4h6 g6h6 f3f4 h6g6 c4c5 d6d5 h4g4 d5d4 c3d4 e5d4",2737,"crushing endgame quietMove veryLong zugzwang"
00IKw,"3r2k1/pp1P1p1p/6p1/2R1P2r/3Q1P2/6Pq/7P/3R2K1 w - - 1 33","d4d2 d8d7 d2d7 h3h2 g1f1 h2g3 d7d8 g8g7 d8f6 g7h6 f6g5 h5g5",2738,"advantage deflection endgame sacrifice veryLong"
01e9g,"8/7p/1p4p1/p1kp1pP1/P4P1P/1PPK4/8/8 b - - 0 32","c5c6 d3d4 c6d6 c3c4 d5c4 b3c4 d6c6 d4e5 c6c5 e5f6 c5c4 f6g7",2739,"crushing endgame pawnEndgame veryLong zugzwang"
00rjB,"2r3k1/pb3qN1/1p2p2p/2b5/6n1/2Pp2B1/PPQ2PP1/1BR1R1K1 w - - 0 28","c2d2 c5f2 g3f2 f7c7 d2h6 g4h6",2752,"advantage fork long middlegame sacrifice"
00S6g,"r6r/p3kpbp/2Q1pnp1/q7/P2P1P2/1PP5/6PP/R1B2RK1 b - - 0 16","f6d5 f4f5 g6f5 f1f5 f7f6 c1a3 e7f7 c6d7 f7g6 f5f3",2755,"advantage middlegame veryLong"
00mNT,"8/2q2p1p/R2bpkp1/2p5/4pP2/3r3P/1Q4P1/R5K1 b - - 3 38","f6f5 a6a7 d3d1 a1d1",2756,"crushing endgame short"
01Qnk,"4Q3/2p2ppk/p2bb2p/4N3/3PPP1q/2P5/Pr4PP/RN3RK1 w - - 1 17","e5f7 h4g4 e8h8 h7g6 b1d2 b2d2 f7e5 d6e5",2756,"crushing middlegame veryLong"
00jmD,"8/1pp5/8/PP4p1/3k1pP1/8/1bbBB3/5K2 b - - 2 41","c2d3 e2d3 d4d3 d2e1 d3c4 a5a6 b7a6 b5a6 b2d4 e1f2",2757,"bishopEndgame crushing endgame quietMove veryLong"
01ZrS,"3R4/1br1npp1/1p2p1k1/p3P1pN/P1B3P1/1P5P/5P2/6K1 b - - 2 31","e7c6 c4d3 f7f5 e5f6 g6f7 d8h8",2762,"advantage defensiveMove discoveredAttack discoveredCheck enPassant endgame long"
01i3o,"5r1k/p2q2pb/3p4/2r1pPp1/P1p1Q1N1/2P3PP/5RK1/3R4 w - - 8 31","g4e5 d7e8 e5g6 h7g6 e4e8 g6e8",2771,"advantage long middlegame"
00tlr,"r2r2k1/p3Rp1p/5Qp1/8/8/2P4P/q4PP1/4R1K1 b - - 1 24","a7a5 h3h4 a2d5 e1e5",2772,"crushing endgame quietMove short"
00j8L,"6R1/2q2pp1/6kp/1pr5/p2Q1P2/2P3PP/1P5K/8 b - - 4 37","f7f6 d4e4 c5f5 g8f8 c7d7 g3g4",2775,"crushing endgame long"
00irz,"8/2r1ppk1/8/3P2pP/1Kp1Pp2/1bR5/4BP2/8 w - - 8 40","e2c4 c7c4 c3c4 b3c4 b4c4 f7f6",2780,"crushing defensiveMove endgame long"
00hCU,"r1b2r2/1p5k/3p2pp/p1PBb3/2Pp1p2/P2P2Pq/3B1P1P/1R1QR1K1 w - - 0 26","c5c6 f4g3 f2g3 f8f2 g1f2 h3h2",2789,"attraction crushing deflection kingsideAttack long middlegame sacrifice"
00SWh,"rn5Q/ppk1np2/3B4/6N1/6b1/8/PPP1q3/2KR4 b - - 0 18","c7b6 h8d4 b6c6 d4c3 c6d7 d1e1",2793,"crushing exposedKing long middlegame"
005jR,"8/5p1k/1P4pp/3Qn3/4BP2/6P1/1p2P2P/2q3K1 w - - 1 34","g1f2 b2b1q e4b1 e5g4 f2f3 c1h1",2794,"advancedPawn crushing endgame long promotion"
01VHY,"2k5/p1p5/P7/1PP1rp2/7p/6pP/6P1/2R3K1 b - - 3 39","f5f4 b5b6 c8b8 b6b7 e5e6 c1a1",2795,"advancedPawn crushing defensiveMove endgame long rookEndgame"
01abk,"8/6pp/2p2p2/7P/1k6/p2K4/B4P2/8 w - - 1 42","d3d4 g7g5 h5g6 h7g6 d4d3 g6g5 d3c2 f6f5",2798,"bishopEndgame crushing defensiveMove endgame quietMove veryLong"
000VW,"r4r2/1p3pkp/p5p1/3R1N1Q/3P4/8/P1q2P2/3R2K1 b - - 3 25","g6f5 d5c5 c2e4 h5g5 g7h8 g5f6",2869,"crushing endgame long"
01AU0,"8/7k/4r3/pB6/P7/2Q3P1/4KP2/7q w - - 5 46","e2d3 h1d1 d3c4 e6d6",2871,"crushing defensiveMove endgame short"
01QcW,"5R2/8/8/p1p5/PbP3p1/1P3pk1/8/5K2 w - - 4 44","f8b8 b4c3 b8f8 g3h3 f8f7 g4g3 f7f3 h3h2 f1e2 g3g2 f3c3 g2g1q",2876,"advancedPawn crushing endgame promotion quietMove veryLong"
01bQH,"4k3/3r2pp/3P1p2/2PK1P2/1P6/7P/8/8 b - - 2 38","e8d8 c5c6 d7a7 b4b5 a7a5 d5c4 a5a2 b5b6",2936,"crushing endgame quietMove rookEndgame veryLong"
00RWr,"6k1/5pp1/n3p2p/1q1pN3/8/4PB1P/Q4PPK/2r5 b - - 3 36","a6c5 a2a8 g8h7 e5f7 b5b2 a8h8 h7g6 h8g8 g6f6 f3h5",2961,"crushing defensiveMove deflection endgame veryLong"
005yO,"r1r3k1/ppq3bQ/4p2p/4n3/3p4/2P5/PBB2PPP/4R1K1 b - - 2 24","g8f8 b2a3 f8f7 c2d1 c8h8 d1h5 f7f6 h7e4",3188,"advantage exposedKing middlegame quietMove veryLong"
